time_hour,use [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Barn [kW],Microwave [kW],Living room [kW],temperature,windSpeed,dayofweek
2016-01-01 05:00:00,48.7303,0.00382,8.07785,15.51343,14.50885,2.27167,3.80103,0.78277,0.03632,0.01235,2.33283,1.2991,0.09028,36.13,9.15,4
2016-01-01 06:00:00,44.82905,0.00595,14.1942,13.20825,2.59762,4.53132,6.7765,0.77017,0.03325,0.01087,2.35088,0.25297,0.09708,35.84,8.28,4
2016-01-01 07:00:00,32.19733,0.00255,5.96547,16.36473,2.60497,3.56913,0.43105,0.79792,0.03468,0.00803,2.06635,0.25473,0.09772,35.38,7.93,4
2016-01-01 08:00:00,48.16803,0.0083,22.5092,14.47302,3.90083,3.62472,0.42268,0.77552,0.03695,0.0106,2.0517,0.25645,0.09807,35.28,5.68,4
2016-01-01 09:00:00,28.8772,0.00362,9.18,11.45055,2.6035,2.10635,0.42857,0.7932,0.03968,0.00748,1.90978,0.25547,0.099,35.45,6.98,4
2016-01-01 10:00:00,60.97822,0.00433,21.6536,29.98663,2.59428,3.07968,0.4314,0.78348,0.03568,0.00827,2.0485,0.25508,0.09727,35.21,6.47,4
2016-01-01 11:00:00,36.98933,0.00503,10.54668,16.76462,2.59605,3.56162,0.42685,0.78702,0.03538,0.01128,1.9057,0.25272,0.09638,35.01,6.35,4
2016-01-01 12:00:00,25.17028,0.00523,12.38365,3.8295,2.56995,2.92345,0.41883,0.77482,0.0392,0.0071,1.86763,0.25532,0.0956,35.0,5.83,4
2016-01-01 13:00:00,13.64745,0.00037,1.23308,3.8433,2.50668,2.65668,0.42428,0.7859,0.03808,0.00193,1.81105,0.25237,0.09372,35.09,5.86,4
2016-01-01 14:00:00,45.53663,0.00387,7.65687,6.24348,2.5033,1.60322,0.41828,0.77172,0.04073,4.82948,1.71895,0.83622,18.91052,36.11,5.41,4
2016-01-01 15:00:00,69.20783,0.00638,17.1718,23.68213,2.49102,2.62847,0.4315,0.77382,0.02987,0.01068,1.70112,0.25382,20.02723,36.9,5.96,4
2016-01-01 16:00:00,57.5967,0.00678,11.77948,18.88352,5.68283,7.27212,0.4475,0.77613,0.0279,0.0158,2.29195,1.70763,8.70505,37.05,8.26,4
2016-01-01 17:00:00,48.06678,0.00612,11.20382,16.84502,2.47918,7.10358,1.54828,0.7736,0.03175,0.01258,1.7698,0.24773,6.04532,37.24,9.53,4
2016-01-01 18:00:00,69.5372,0.0152,26.71775,10.6333,2.49293,6.82317,7.38933,0.73285,0.0391,5.31358,1.73905,1.666,5.97493,37.16,8.59,4
2016-01-01 19:00:00,64.17587,29.26215,2.5258,13.21048,2.48847,7.00585,3.57025,1.03833,0.03087,0.61578,2.15327,0.24655,2.02807,36.88,7.35,4
2016-01-01 20:00:00,66.99653,30.11588,2.75815,17.42607,2.45285,6.53655,0.42558,0.7517,0.02933,0.02635,2.47038,3.91282,0.09087,36.22,8.08,4
2016-01-01 21:00:00,70.01975,0.0514,19.8842,6.61273,2.5136,6.47225,0.42532,1.04337,0.0371,0.00675,30.23123,0.2523,2.4895,35.33,8.36,4
2016-01-01 22:00:00,74.02257,0.00627,15.58498,11.11873,2.5385,6.77285,0.44007,0.75987,0.0409,0.01238,30.55073,0.25707,5.94022,34.28,7.71,4
2016-01-01 23:00:00,51.78253,0.00392,10.7966,10.10733,2.54337,14.19763,0.43605,0.7562,0.03327,0.0145,6.65203,0.24678,5.99485,33.24,8.57,4
2016-01-02 00:00:00,61.25192,0.00515,15.3708,14.52982,4.89558,8.94835,0.43865,0.75412,0.03148,0.01047,2.87493,3.77003,9.62253,32.4,8.31,5
2016-01-02 01:00:00,64.10972,0.00662,14.2167,10.20393,16.53518,0.54947,0.43227,0.76148,0.05143,6.14067,2.26085,0.82625,12.12487,31.65,7.55,5
2016-01-02 02:00:00,47.07775,0.00127,2.8807,7.36795,27.90597,4.75595,0.4335,0.77828,0.03187,0.01147,2.56573,0.24855,0.09652,31.1,7.15,5
2016-01-02 03:00:00,39.55755,0.00293,5.53103,4.52153,25.3264,0.2903,0.43648,0.78373,0.0449,0.01682,2.25137,0.25362,0.09843,30.6,7.96,5
2016-01-02 04:00:00,70.10077,31.16942,14.7556,12.66987,5.4378,2.39857,0.42328,0.74232,0.04025,0.02952,2.08553,0.25918,0.08943,30.13,8.06,5
2016-01-02 05:00:00,68.62728,25.44132,5.21273,26.4617,3.05522,4.7604,0.43557,0.77417,0.03235,0.02232,2.08073,0.25425,0.09653,29.64,8.04,5
2016-01-02 06:00:00,36.82012,6.3779,10.55163,12.8321,3.06478,0.30372,0.422,0.78078,0.04407,0.01072,2.08107,0.2536,0.09775,28.94,8.04,5
2016-01-02 07:00:00,35.98092,0.01782,4.71228,16.86565,3.0474,7.47942,0.42943,0.79997,0.02435,0.01097,2.23887,0.25588,0.09888,29.12,8.0,5
2016-01-02 08:00:00,49.2424,0.00862,24.66282,17.31405,3.31043,0.29638,0.41893,0.7665,0.0439,0.01028,2.06042,0.25303,0.09703,29.52,7.27,5
2016-01-02 09:00:00,36.78998,0.01418,11.24697,13.26412,3.08538,5.52487,0.42288,0.78097,0.02988,0.00922,2.06138,0.25355,0.09658,29.12,7.5,5
2016-01-02 10:00:00,38.72058,0.01532,12.16438,19.32735,3.05157,0.362,0.42393,0.78313,0.04183,0.00962,2.19275,0.25232,0.09638,28.91,6.48,5
2016-01-02 11:00:00,44.1287,0.01513,12.67725,19.91563,3.06132,4.81783,0.42468,0.78093,0.03063,0.01123,2.04535,0.25225,0.09645,28.67,6.79,5
2016-01-02 12:00:00,82.96428,0.01042,26.01113,33.1856,2.95538,0.36107,6.37258,0.7568,0.045,4.59145,1.93382,1.67152,5.06952,28.86,7.87,5
2016-01-02 13:00:00,76.99122,0.01147,28.76695,19.11473,2.98593,5.08127,7.39752,1.04855,0.02967,0.0148,1.86525,0.25047,10.42462,30.97,8.16,5
2016-01-02 14:00:00,30.00765,0.00343,6.04192,16.73153,2.92453,0.64652,0.60612,0.77288,0.03937,0.00753,1.89575,0.25633,0.08173,32.36,9.48,5
2016-01-02 15:00:00,45.97077,0.00923,21.4061,13.94197,2.95955,4.19355,0.43953,0.75003,0.03305,0.01177,1.88895,0.25342,0.08362,33.85,10.08,5
2016-01-02 16:00:00,27.87507,0.0058,12.49408,6.71837,2.95093,2.17647,0.44338,0.77172,0.03883,0.0083,1.92337,0.25737,0.08645,35.18,10.52,5
2016-01-02 17:00:00,26.97457,0.0062,12.80977,3.94852,2.95178,2.23153,0.43478,1.05072,0.03852,0.0084,1.8957,0.25252,1.34613,35.54,10.76,5
2016-01-02 18:00:00,35.80297,0.00657,14.17083,3.91278,2.9462,5.47425,0.43315,1.0516,0.0346,3.51908,1.8763,1.1273,1.2503,35.54,10.44,5
2016-01-02 19:00:00,72.60482,0.0032,5.63902,18.25997,2.92025,0.54267,0.44735,0.77038,0.04998,0.01033,37.88713,0.25775,5.81678,34.61,10.44,5
2016-01-02 20:00:00,87.78892,0.00897,24.95998,19.83773,3.36792,4.25247,0.43358,0.74107,0.04162,0.00887,28.03493,0.2568,5.84498,34.02,7.47,5
2016-01-02 21:00:00,79.20922,0.00477,15.084,19.37297,5.44148,1.25327,0.43998,0.75007,0.0572,0.00998,30.62952,0.25557,5.91042,33.49,6.39,5
2016-01-02 22:00:00,69.29923,0.00352,12.11993,16.58735,5.92523,3.4574,0.44047,0.75315,0.04587,0.00888,23.15238,0.25447,6.55058,33.27,6.36,5
2016-01-02 23:00:00,67.63407,0.00517,11.18395,12.20618,5.46408,4.69403,1.0667,0.74298,0.04482,0.01057,25.99488,0.25428,5.96642,33.13,6.45,5
2016-01-03 00:00:00,35.9101,0.0029,8.5192,4.27747,5.4854,7.78672,0.43147,0.7557,0.02563,0.005,2.40037,0.24525,5.975,33.03,6.38,6
2016-01-03 01:00:00,100.12432,25.7933,13.4724,10.96103,18.17443,14.66712,0.4188,0.72275,0.03972,6.5734,2.5558,0.81703,5.92853,32.82,6.3,6
2016-01-03 02:00:00,87.60082,27.2114,3.21643,10.9102,28.8791,7.77168,0.42157,0.75497,0.02647,0.03235,2.15958,0.24978,5.96728,32.21,6.36,6
2016-01-03 03:00:00,41.83717,0.03615,1.25107,3.7582,26.71497,0.29,0.43402,0.78745,0.04295,0.0173,2.19198,0.25448,6.0586,31.67,6.34,6
2016-01-03 04:00:00,35.60978,0.01275,7.71427,5.8179,11.04843,6.47405,0.43748,0.77372,0.02485,0.01183,2.57137,0.25813,0.465,30.95,6.6,6
2016-01-03 05:00:00,33.82258,0.01345,12.5815,13.3804,2.54648,1.49435,0.44207,0.77852,0.03978,0.006,2.1879,0.2547,0.09743,30.05,6.99,6
2016-01-03 06:00:00,40.9916,0.01367,10.57732,14.24958,2.54303,5.79142,4.75325,0.77847,0.0293,0.01028,1.89783,0.25172,0.09573,29.41,6.78,6
2016-01-03 07:00:00,45.03735,0.0128,13.48118,17.79328,2.54203,1.47038,6.67107,0.77748,0.04053,0.01123,1.89857,0.24177,0.09702,28.91,6.66,6
2016-01-03 08:00:00,36.92175,0.01487,10.20303,15.72097,2.53927,4.79815,0.44377,0.7835,0.03077,0.0079,2.04223,0.23997,0.09733,28.67,6.94,6
2016-01-03 09:00:00,37.82522,0.01388,13.67723,17.63028,2.5431,0.30975,0.44288,0.7808,0.04252,0.00573,2.04265,0.23998,0.0964,27.78,6.85,6
2016-01-03 10:00:00,38.58312,0.01433,11.86482,16.07492,2.54088,4.4551,0.4456,0.77953,0.03185,0.00635,2.03363,0.23995,0.09615,27.55,7.14,6
2016-01-03 11:00:00,41.95873,0.01488,13.33095,21.12542,2.53463,1.46207,0.44362,0.77688,0.03845,0.0077,1.87965,0.2492,0.09528,28.22,7.11,6
2016-01-03 12:00:00,60.31987,0.0104,17.71112,29.15775,2.44032,3.1835,0.44517,0.7721,0.03918,4.41088,1.8072,0.25082,0.09143,31.09,8.26,6
2016-01-03 13:00:00,35.0383,0.0029,4.0871,21.57468,2.42695,3.56605,0.45018,0.78408,0.03305,0.01058,1.76293,0.2504,0.08938,34.55,9.06,6
2016-01-03 14:00:00,45.42473,0.01027,24.05495,14.35757,2.44677,1.23083,0.4318,0.75177,0.04142,0.01213,1.74887,0.2503,0.08807,37.14,8.47,6
2016-01-03 15:00:00,39.5333,0.00638,16.79505,9.53848,2.43903,4.58957,0.43242,0.75912,0.15748,1.13858,1.73715,1.85343,0.0866,38.08,9.64,6
2016-01-03 16:00:00,78.33632,22.45617,13.55268,4.0479,2.4497,0.338,0.42205,1.35128,0.0541,2.27228,31.05805,0.25697,0.07713,39.07,12.24,6
2016-01-03 17:00:00,74.33045,29.79573,5.3163,4.10188,2.4464,4.27452,0.4227,0.74152,0.04432,0.02168,26.83975,0.25857,0.06708,39.51,11.18,6
2016-01-03 18:00:00,48.72938,0.04438,23.20165,3.91638,2.44757,2.44338,0.42395,0.74907,0.04198,0.01508,7.85595,7.51372,0.07627,39.01,9.88,6
2016-01-03 19:00:00,40.00775,0.0045,7.6969,18.15902,2.42547,2.54027,2.2159,1.21862,0.03843,1.88263,1.74145,1.99547,0.0891,38.18,8.23,6
2016-01-03 20:00:00,70.87063,0.01327,22.02298,16.80528,2.81727,5.85927,7.41262,0.75203,0.03532,1.53323,12.71915,0.82233,0.07788,36.95,7.41,6
2016-01-03 21:00:00,72.08023,0.0048,11.98733,21.54752,4.89722,1.26195,3.73107,0.76903,0.05715,0.01288,22.37145,0.25142,5.18842,35.5,6.3,6
2016-01-03 22:00:00,76.65845,0.0039,5.62135,23.1132,26.6443,5.32795,0.40978,0.77125,0.04025,0.01243,8.60862,0.23743,5.86798,34.27,5.85,6
2016-01-03 23:00:00,69.65018,0.00158,2.75867,20.91573,34.09142,0.76297,0.40632,0.7753,0.05038,0.01285,2.38153,1.5833,5.91013,33.95,5.83,6
2016-01-04 00:00:00,54.65058,0.00235,1.2479,22.17472,10.52313,6.10015,0.42017,0.78382,0.03397,0.01465,2.31958,5.07508,5.95507,32.41,4.56,0
2016-01-04 01:00:00,50.50505,0.00207,1.24747,19.42998,12.72773,0.49583,0.41593,0.77968,0.05805,6.38142,3.95493,0.23783,4.77412,31.24,5.76,0
2016-01-04 02:00:00,44.18933,0.00098,1.23513,3.76453,29.2144,5.61638,0.40402,0.78182,0.03575,0.00972,1.96568,1.0578,0.10312,29.89,6.17,0
2016-01-04 03:00:00,35.66862,0.00093,1.37688,3.75903,26.5508,0.28922,0.40368,0.78648,0.04465,0.01475,2.0918,0.25302,0.09737,28.75,6.49,0
2016-01-04 04:00:00,33.48273,0.00477,11.48295,3.77387,9.9806,4.86627,0.40295,0.7722,0.03307,0.00818,1.807,0.25705,0.09383,28.63,7.78,0
2016-01-04 05:00:00,25.94702,0.00488,10.65632,9.01102,2.54998,0.308,0.41153,0.78147,0.04397,0.00828,1.81967,0.25527,0.09663,28.97,9.94,0
2016-01-04 06:00:00,35.12252,0.00527,12.78652,11.90177,2.5474,4.49408,0.41308,0.77643,0.0326,0.00857,1.80887,0.25208,0.09585,28.7,12.21,0
2016-01-04 07:00:00,31.0214,0.00282,7.77152,16.17953,2.54283,1.11768,0.41573,0.78553,0.04037,0.00652,1.8101,0.25367,0.0951,27.57,12.46,0
2016-01-04 08:00:00,43.99373,0.00548,16.3843,18.41888,2.54025,3.2615,0.4098,0.7718,0.03453,0.01145,1.80847,0.25105,0.09622,25.81,12.1,0
2016-01-04 09:00:00,38.66178,0.00438,14.6672,15.18435,2.5436,2.7406,0.41015,0.7685,0.03648,0.00727,1.9525,0.25183,0.09492,24.19,11.38,0
2016-01-04 10:00:00,60.0331,0.00322,18.86218,31.17308,2.53033,1.66873,2.55912,0.76665,0.03638,0.0049,2.08563,0.24775,0.09512,22.64,11.76,0
2016-01-04 11:00:00,51.14172,0.00338,13.78703,20.3082,2.53395,4.19323,7.38807,0.75925,0.0324,0.00567,1.78708,0.2489,0.09455,21.76,12.48,0
2016-01-04 12:00:00,33.13775,0.00887,18.3322,6.16413,2.45943,0.61825,2.45602,0.7418,0.04268,0.0131,1.96413,0.2463,0.09083,21.21,12.01,0
2016-01-04 13:00:00,27.99587,0.00228,1.23233,12.89607,2.42432,4.20082,0.41217,0.77923,0.03262,1.53273,1.63088,0.27955,2.57287,21.18,12.53,0
2016-01-04 14:00:00,61.98555,0.00427,4.41732,25.68488,2.42907,0.48717,0.4152,0.78358,0.2314,3.25147,1.58118,2.51715,20.18287,21.52,12.71,0
2016-01-04 15:00:00,83.95483,23.64878,7.61508,20.08153,5.84982,7.40442,0.40217,0.74438,0.02493,0.01502,1.6046,0.24942,16.31468,21.62,11.73,0
2016-01-04 16:00:00,59.5191,24.78828,8.2096,15.65887,6.10247,1.576,0.39878,0.74348,0.04403,0.02295,1.63663,0.24738,0.09062,21.29,12.91,0
2016-01-04 17:00:00,47.7159,10.32897,21.04717,3.98562,4.72365,0.86803,0.39152,0.73188,0.05245,3.6018,1.64247,0.2508,0.09155,20.21,13.34,0
2016-01-04 18:00:00,36.384,0.00522,10.24215,3.94788,7.53367,6.5872,0.40388,0.75925,0.0315,0.00823,1.65062,5.12282,0.09158,17.91,14.46,0
2016-01-04 19:00:00,24.07008,0.00472,9.43757,3.9691,3.96585,0.34208,0.4044,1.23572,0.04818,1.2091,1.65718,1.70118,0.095,15.21,13.66,0
2016-01-04 20:00:00,24.77335,0.00287,5.72798,3.94652,6.9937,4.44067,0.40358,1.20893,0.03693,0.00667,1.65997,0.25125,0.09428,13.08,13.24,0
2016-01-04 21:00:00,54.55883,0.01797,31.563,6.91573,8.40125,3.0307,0.3922,0.72927,0.03877,0.0236,1.83192,0.24707,1.36737,11.63,12.47,0
2016-01-04 22:00:00,92.83877,0.01963,38.13547,18.82668,11.503,0.29763,0.39517,0.72765,0.04618,0.0302,2.28538,0.24903,20.32273,10.38,13.47,0
2016-01-04 23:00:00,83.05267,0.00837,19.25662,21.2519,11.47963,6.01203,0.45138,0.75117,0.029,0.01398,3.48073,0.24665,20.0712,9.32,13.82,0
2016-01-05 00:00:00,52.36348,0.007,18.1697,20.87985,3.14428,1.07263,1.11157,0.76032,0.04318,0.01278,1.93377,4.66325,0.56515,8.64,13.67,1
2016-01-05 01:00:00,79.39213,0.00728,19.39772,22.84193,16.40867,7.53948,2.58808,0.747,0.03682,6.222,3.25613,0.24632,0.1007,7.54,11.88,1
2016-01-05 02:00:00,59.76675,0.00223,3.27095,11.4588,27.86892,6.77337,7.44928,0.77327,0.02702,0.01348,1.78652,0.24923,0.09368,6.85,11.41,1
2016-01-05 03:00:00,69.32357,0.0059,16.60497,15.2069,19.27125,14.7795,0.50293,0.7651,0.03557,0.0095,1.80115,0.2457,0.0951,6.49,10.42,1
2016-01-05 04:00:00,70.05993,21.10573,19.00845,19.74537,3.92425,2.72842,0.4309,0.748,0.0413,0.0276,1.95148,0.25513,0.0933,5.98,9.2,1
2016-01-05 05:00:00,76.04658,26.74658,21.7915,21.28585,2.55022,0.28188,0.42825,0.74037,0.04562,0.02878,1.79702,0.25202,0.0985,5.67,7.34,1
2016-01-05 06:00:00,70.12542,24.94688,18.99983,18.2237,2.5525,1.85875,0.43085,0.74617,0.04178,0.02367,1.94772,0.25425,0.09932,5.43,6.7,1
2016-01-05 07:00:00,49.87562,0.01128,20.30002,18.9804,2.5435,4.33568,0.44088,0.77275,0.03153,0.00747,2.09978,0.25307,0.09925,5.28,7.35,1
2016-01-05 08:00:00,49.3631,0.01253,19.9995,22.99238,2.53987,0.39098,0.44378,0.77368,0.04128,0.00987,1.80887,0.25335,0.097,5.06,7.5,1
2016-01-05 09:00:00,56.41535,0.01272,20.65933,24.8006,2.53523,4.84972,0.44428,0.77203,0.02898,0.0101,1.95272,0.25168,0.09795,5.09,6.61,1
2016-01-05 10:00:00,69.67278,0.01142,29.2483,33.90515,2.53583,0.30377,0.44105,0.75885,0.03978,0.0035,2.0789,0.24978,0.09645,6.7,6.82,1
2016-01-05 11:00:00,60.7167,0.01345,21.38958,28.21567,2.5276,4.9309,0.4404,0.7603,0.02763,0.00968,2.05678,0.24892,0.09578,9.77,6.78,1
2016-01-05 12:00:00,60.4634,0.0089,22.60685,9.36662,2.45727,0.53625,0.42982,0.74865,0.04847,7.36445,1.66135,0.25052,14.98427,13.18,6.54,1
2016-01-05 13:00:00,53.1272,0.00328,8.98548,12.73068,2.43938,5.3713,0.44017,1.08782,0.02268,0.00757,1.62658,0.26057,20.15168,16.51,6.53,1
2016-01-05 14:00:00,40.09358,0.00998,20.09852,13.40062,2.43877,0.30062,0.43347,0.75952,0.04083,0.01522,1.638,0.25368,0.70437,19.24,5.73,1
2016-01-05 15:00:00,44.59562,0.01042,19.76675,14.78738,2.43502,4.38348,0.43255,0.75887,0.03085,0.01462,1.63722,0.2534,0.08507,21.65,7.13,1
2016-01-05 16:00:00,43.73983,0.00935,21.92627,12.00752,2.4391,0.29925,0.43307,0.7575,0.04185,0.01335,5.47112,0.24948,0.09198,23.1,6.28,1
2016-01-05 17:00:00,29.8652,0.00717,14.9826,3.94088,2.4397,5.25073,0.43055,0.757,0.03008,0.00838,1.67793,0.25117,0.089,23.26,3.38,1
2016-01-05 18:00:00,27.10027,0.00847,16.90835,3.92235,2.4389,0.2976,0.42425,1.09535,0.04253,0.01157,1.61482,0.24765,0.08843,20.76,2.64,1
2016-01-05 19:00:00,28.51097,0.00642,13.1053,3.9461,2.43327,5.38593,0.42842,1.21363,0.0288,0.00798,1.617,0.24887,0.08925,17.98,2.92,1
2016-01-05 20:00:00,25.9699,0.00585,11.40615,3.91717,2.8363,0.55165,4.05643,1.18742,0.04247,0.01013,1.61875,0.24743,0.09015,15.11,3.11,1
2016-01-05 21:00:00,50.26752,0.01135,21.87715,5.84985,4.94597,3.63888,7.24292,0.74043,0.03513,0.01723,1.94242,3.87477,0.09142,13.57,3.64,1
2016-01-05 22:00:00,61.59365,0.00525,18.40548,20.44543,7.52192,1.8784,0.44483,0.76397,0.03513,0.00892,2.94617,2.8479,6.29025,12.59,2.75,1
2016-01-05 23:00:00,51.70078,0.0038,10.15865,25.14665,10.13317,2.39645,0.44357,0.78508,0.03408,0.00902,2.24388,0.25083,0.0956,11.36,3.53,1
2016-01-06 00:00:00,59.32763,0.00495,15.66425,25.89232,11.15465,3.2467,0.44123,0.76785,0.03137,0.01142,1.77175,0.24662,0.09453,10.9,3.01,2
2016-01-06 01:00:00,55.39733,0.00632,18.22185,19.91873,10.86778,2.72657,0.43558,0.7664,0.03515,0.01243,2.06083,0.25027,0.09542,9.97,2.89,2
2016-01-06 02:00:00,47.17498,0.0024,4.76102,10.70775,26.33192,1.80192,0.43263,0.78255,0.03853,0.01472,1.95465,0.24927,0.09763,9.28,1.67,2
2016-01-06 03:00:00,61.9063,0.00703,15.13267,13.61835,25.48828,3.79103,0.42985,1.05018,0.03697,0.01715,1.98602,0.24802,0.10075,8.79,4.38,2
2016-01-06 04:00:00,43.69073,0.00168,5.2497,21.89475,9.48655,3.47545,0.44815,0.79595,0.03015,0.00692,1.95345,0.25557,0.09242,8.25,1.32,2
2016-01-06 05:00:00,55.93415,0.00978,29.28603,16.80667,5.90073,0.53527,0.43058,0.75473,0.04258,0.01493,1.80413,0.25193,0.09677,7.95,3.33,2
2016-01-06 06:00:00,46.46792,0.006,14.84795,19.10137,5.73848,3.21858,0.44057,0.77773,0.03313,0.012,1.94355,0.25138,0.09717,6.94,0.72,2
2016-01-06 07:00:00,47.33068,0.00648,15.6528,19.0597,5.68835,3.22152,0.4403,0.777,0.03335,0.01237,2.09108,0.25125,0.09648,6.56,1.9,2
2016-01-06 08:00:00,46.25797,0.00723,15.67048,20.10395,5.61778,1.44265,0.43797,0.77667,0.03823,0.01472,1.80083,0.25188,0.09557,6.55,2.5,2
2016-01-06 09:00:00,48.67555,0.00675,17.51967,20.18183,5.36145,2.06623,0.43727,0.77143,0.03588,0.01225,1.93807,0.24942,0.0953,9.04,3.87,2
2016-01-06 10:00:00,74.64577,0.00513,28.76922,32.26238,5.20723,3.16987,2.16858,0.75392,0.03202,0.00627,1.92682,0.24852,0.09582,15.0,3.61,2
2016-01-06 11:00:00,69.17733,0.0069,18.87963,22.78975,5.21822,3.60093,7.36543,0.76237,0.03903,5.13115,2.2129,0.24768,2.92333,21.84,4.16,2
2016-01-06 12:00:00,56.86485,0.0078,20.13423,9.31377,5.14118,1.80463,0.43928,1.05418,0.03835,1.53275,1.68853,0.25175,15.45838,28.11,4.84,2
2016-01-06 13:00:00,37.89805,0.00227,4.1272,7.16778,5.12785,2.74782,0.43755,0.78007,0.0299,0.00603,1.62265,0.25405,15.59488,33.15,5.34,2
2016-01-06 14:00:00,43.24205,0.00755,16.94482,14.4978,5.12137,3.42687,0.434,0.76503,0.03158,0.01133,1.66283,0.25955,0.07932,36.81,6.07,2
2016-01-06 15:00:00,31.60918,0.00492,10.41475,10.54277,5.12783,2.25888,0.43533,0.77388,0.03493,0.00983,1.66702,0.2557,0.08333,39.01,6.36,2
2016-01-06 16:00:00,32.67413,0.0083,16.40128,6.60867,5.19937,1.22058,0.42885,0.7603,0.04028,0.01267,1.65243,0.25412,0.08728,38.73,6.24,2
2016-01-06 17:00:00,32.80567,0.00975,18.67702,3.99618,3.22745,3.1624,0.4281,1.25075,0.03617,0.0112,1.66593,0.25005,0.09067,34.43,5.99,2
2016-01-06 18:00:00,20.52175,0.00325,7.4702,4.00132,2.62465,3.17458,0.43463,0.77235,0.03465,0.00497,1.65763,0.25258,0.09093,29.44,5.02,2
2016-01-06 19:00:00,19.36157,0.00387,7.8441,4.43753,2.70037,1.1303,0.43633,0.77348,0.04017,0.00542,1.64858,0.25077,0.09065,26.42,4.5,2
2016-01-06 20:00:00,18.8664,0.00253,5.39047,4.78432,2.76903,2.6747,0.43887,0.777,0.03643,0.00365,1.64553,0.25227,0.0916,24.94,4.06,2
2016-01-06 21:00:00,34.35292,0.00978,20.43887,4.65482,2.65897,3.22958,0.42438,0.74472,0.0361,0.0124,1.80357,0.24777,0.09197,23.54,4.79,2
2016-01-06 22:00:00,25.7374,0.00443,11.5501,4.91048,2.73365,2.62048,0.42898,0.758,0.03545,0.0065,2.34443,0.24917,0.09572,22.45,4.49,2
2016-01-06 23:00:00,50.41157,0.00567,14.94162,14.74723,2.72337,1.28857,0.43133,1.47202,0.03552,0.01188,2.69582,0.24637,11.81218,21.33,4.41,2
2016-01-07 00:00:00,68.64852,0.00245,7.63467,28.59647,2.71413,3.99883,6.02345,0.77657,0.02727,0.0124,2.42082,16.10448,0.33698,19.82,1.77,3
2016-01-07 01:00:00,100.24042,23.11002,19.46792,22.96873,13.59652,5.95793,5.86837,0.73947,0.04045,5.79327,2.34753,0.24937,0.10085,17.88,2.05,3
2016-01-07 02:00:00,70.4061,24.98947,6.7465,5.3415,27.81518,1.71287,0.41763,0.74853,0.0433,0.03695,2.20617,0.25062,0.09738,16.29,1.49,3
2016-01-07 03:00:00,59.158,20.473,1.19098,3.93825,24.97305,5.19523,0.42305,0.7597,0.0304,0.0274,1.805,0.25773,0.0842,15.57,4.48,3
2016-01-07 04:00:00,25.81858,0.0127,6.97607,3.83483,9.91093,0.3255,0.43255,0.77595,0.04113,0.00932,2.10152,1.3064,0.09168,14.67,2.54,3
2016-01-07 05:00:00,25.80598,0.01218,9.45873,3.8524,4.26923,4.8014,0.43438,0.77258,0.03013,0.0055,1.82048,0.25108,0.09787,13.02,1.18,3
2016-01-07 06:00:00,32.71852,0.01438,10.82543,13.98377,3.02025,1.2831,0.44297,0.7809,0.03895,0.00673,1.97017,0.2533,0.09857,12.94,0.34,3
2016-01-07 07:00:00,46.1536,0.00892,22.46503,13.64693,3.02818,3.44483,0.43458,0.76517,0.03438,0.01118,1.9641,0.25167,0.09862,12.09,1.35,3
2016-01-07 08:00:00,38.54692,0.01423,12.71335,16.66373,3.27953,2.43797,0.4413,0.7796,0.03572,0.00985,1.82028,0.25302,0.09833,14.06,2.08,3
2016-01-07 09:00:00,38.69875,0.01275,15.13252,14.9526,3.02188,2.01128,0.43937,0.77315,0.03692,0.00977,1.96007,0.25083,0.09762,20.07,3.59,3
2016-01-07 10:00:00,65.91352,0.0145,22.25413,33.12442,3.00538,3.83407,0.44305,0.76752,0.02975,0.00817,2.08623,0.24962,0.09668,25.18,3.22,3
2016-01-07 11:00:00,45.7649,0.0136,17.00727,21.1774,3.01117,0.60653,0.43748,0.76093,0.03943,0.01355,2.35387,0.24798,0.09568,30.0,4.56,3
2016-01-07 12:00:00,50.8758,0.00983,13.46923,8.7648,2.92703,4.71308,0.43257,0.74575,0.03497,6.16203,1.64352,0.24992,11.72307,34.19,3.46,3
2016-01-07 13:00:00,39.73685,0.00237,8.03093,5.40182,2.92192,0.30408,0.4341,1.05858,0.0382,1.2428,1.56525,0.25402,18.48278,37.48,1.66,3
2016-01-07 14:00:00,50.85545,0.00827,19.02605,10.29125,2.91157,4.70628,0.4362,0.75577,0.03548,0.00963,12.33983,0.25395,0.08117,39.77,1.79,3
2016-01-07 15:00:00,46.3411,0.00657,14.20755,7.36193,2.91167,0.30947,0.43793,0.76178,0.0529,0.00838,19.96013,0.26268,0.0601,40.07,2.07,3
2016-01-07 16:00:00,42.58538,0.00118,5.98153,6.50588,2.9043,4.15608,0.43953,0.7706,0.04103,0.00637,21.45655,0.2608,0.06152,35.8,0.63,3
2016-01-07 17:00:00,57.1987,0.01173,22.60645,4.06348,3.42282,1.09923,0.4267,0.74722,0.03737,0.02147,3.89765,5.65475,15.20983,29.34,1.08,3
