time_hour,use [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Barn [kW],Microwave [kW],Living room [kW],temperature,windSpeed,dayofweek
2016-06-12 18:00:00,17.62077,0.01672,1.22902,4.00298,2.35225,3.71415,3.29537,0.78185,0.03827,0.00335,1.86295,0.23908,0.08478,52.4,2.4,6
2016-06-12 19:00:00,21.06747,0.01588,2.42273,3.94565,2.35217,3.36727,5.9679,0.77228,0.03878,0.00408,1.85338,0.2398,0.08753,54.14,2.95,6
2016-06-12 20:00:00,12.59713,0.01717,1.2033,3.93828,2.3475,1.71295,0.40172,0.76983,0.04117,0.00148,1.83842,0.23955,0.08577,59.65,3.92,6
2016-06-12 21:00:00,14.95855,0.0172,1.2183,3.97018,2.35212,4.00602,0.40453,0.77777,0.03695,0.00262,1.8455,0.23978,0.08758,65.03,4.78,6
2016-06-12 22:00:00,12.5675,0.0173,1.22757,4.02142,2.35468,1.53315,0.40595,0.78137,0.0422,0.00113,1.85518,0.24008,0.08747,70.26,5.8,6
2016-06-12 23:00:00,14.18595,0.01707,1.21298,3.92828,2.3789,3.21742,0.4044,0.77542,0.03857,0.00202,1.88023,0.24018,0.09048,74.81,6.18,6
2016-06-13 00:00:00,15.07198,0.01662,1.21365,3.8492,2.45492,3.918,0.40532,0.77228,0.03695,0.00235,2.07217,0.23983,0.0907,78.57,5.92,0
2016-06-13 01:00:00,16.98687,0.0158,1.21998,4.01998,2.47458,0.30632,5.81398,0.76965,0.04488,0.00338,1.98772,0.24255,0.08803,80.8,4.38,0
2016-06-13 02:00:00,21.96688,0.01615,1.63095,4.42383,2.47027,4.49152,3.79905,0.77598,0.03648,0.00292,2.78088,1.44213,0.09672,82.26,3.98,0
2016-06-13 03:00:00,16.42,0.01593,3.3178,3.83833,2.47095,3.1577,0.41525,0.7875,0.039,0.0024,2.03038,0.2509,0.09385,83.5,4.1,0
2016-06-13 04:00:00,12.79117,0.01627,1.23752,3.84637,2.46748,1.60525,0.41143,0.789,0.04157,0.00117,2.02752,0.25067,0.09693,84.07,3.71,0
2016-06-13 05:00:00,15.6913,0.01652,1.24943,4.03688,2.4711,4.30545,0.41667,0.79512,0.0367,0.0023,2.026,0.24455,0.09058,83.7,4.0,0
2016-06-13 06:00:00,12.40138,0.01648,1.25233,3.85863,2.47323,1.17925,0.4153,0.79682,0.04318,0.00083,2.03102,0.24048,0.09382,82.65,5.8,0
2016-06-13 07:00:00,14.20638,0.0162,1.24727,3.83885,2.4689,3.02232,0.4133,0.79443,0.03928,0.00168,2.0271,0.2402,0.09685,80.49,6.76,0
2016-06-13 08:00:00,15.39637,0.01608,1.23538,3.87538,2.46343,4.21633,0.41482,0.78815,0.03613,0.00223,2.01198,0.24018,0.09625,75.35,8.19,0
2016-06-13 09:00:00,11.45812,0.01643,1.22995,3.86507,2.41077,0.43928,0.40728,0.78513,0.04375,0.00068,1.9265,0.24017,0.0931,70.11,7.67,0
2016-06-13 10:00:00,14.85717,0.0167,1.21858,3.8996,2.35245,3.80457,0.52767,0.77983,0.03663,0.00212,1.89353,0.24098,0.0845,66.83,5.9,0
2016-06-13 11:00:00,42.7136,0.00482,1.21585,3.87612,2.35737,5.85375,7.56475,0.77277,0.03172,3.30408,1.88647,0.24788,15.59803,63.74,4.79,0
2016-06-13 12:00:00,25.63528,0.00048,1.21928,3.98923,2.35733,0.92597,3.33835,1.1673,0.04268,1.4096,1.8819,0.24845,9.0547,61.6,5.33,0
2016-06-13 13:00:00,20.33663,0.00037,1.2226,3.97852,4.28265,6.42135,0.52198,0.78057,0.03035,0.00325,1.85693,1.15065,0.08742,59.64,2.77,0
2016-06-13 14:00:00,16.46938,0.00037,1.22058,3.9787,6.6972,1.11222,0.44657,0.77972,0.04177,0.00302,1.85452,0.24707,0.08767,58.22,3.54,0
2016-06-13 15:00:00,24.46082,0.0011,3.54923,3.97287,7.69453,5.7978,0.44835,0.7753,0.03197,0.00343,1.85165,0.24578,0.0888,57.24,2.15,0
2016-06-13 16:00:00,27.0247,0.00062,2.30893,4.00922,6.98497,4.19768,0.48738,1.33657,0.039,3.64513,1.85287,2.07385,0.08848,55.06,2.53,0
2016-06-13 17:00:00,27.33913,0.00037,1.21933,3.99078,6.33445,7.81287,2.86992,2.89052,0.02738,0.00227,1.85438,0.24552,0.09135,54.22,1.53,0
2016-06-13 18:00:00,41.89682,0.00123,3.22377,3.98242,6.57108,16.52637,7.63017,1.72772,0.03303,0.00792,1.85543,0.24743,0.09025,55.16,2.24,0
2016-06-13 19:00:00,22.47458,0.00043,1.21937,3.95598,6.58667,7.12972,0.57887,0.7769,0.02922,0.00198,1.8564,0.24743,0.09162,60.6,4.79,0
2016-06-13 20:00:00,16.54453,0.0003,1.2317,3.95402,6.79533,1.10417,0.42322,0.78477,0.0431,0.00297,1.86722,0.24717,0.09058,65.51,5.61,0
2016-06-13 21:00:00,28.35092,0.0002,1.22542,4.01587,6.69008,3.17197,0.41342,1.23208,0.03567,0.00345,1.85427,0.24617,9.46233,70.14,5.77,0
2016-06-13 22:00:00,50.45147,0.00025,1.20013,4.00063,3.49622,3.9758,2.72812,2.69608,0.03148,0.00595,12.5531,0.23868,19.52502,73.9,5.46,0
2016-06-13 23:00:00,25.9188,0.00058,2.9973,3.92222,2.42343,5.77305,7.35888,1.10805,0.036,0.00327,1.86147,0.23753,0.19702,77.5,5.12,0
2016-06-14 00:00:00,25.69112,0.00057,1.20827,4.69238,2.50493,6.63975,1.11673,0.7714,0.0431,6.45625,1.9251,0.23712,0.09552,80.47,6.47,1
2016-06-14 01:00:00,75.11827,31.02,1.17785,4.00063,25.61688,5.33893,4.79695,0.74377,0.04025,0.0377,2.00092,0.24588,0.0985,82.62,7.58,1
2016-06-14 02:00:00,58.58023,30.61667,2.4634,4.01995,12.62967,4.61152,0.92188,0.74592,0.0435,0.02645,2.15392,0.24578,0.10158,83.86,9.05,1
2016-06-14 03:00:00,21.72873,0.05432,1.23457,3.83797,5.98652,5.59668,0.967,0.78622,0.03685,0.00368,2.00407,1.12598,0.09488,84.1,11.78,1
2016-06-14 04:00:00,19.21907,0.01617,1.23955,3.83417,7.43427,3.08413,0.43647,0.78895,0.0395,0.00248,2.00878,0.2432,0.0914,83.2,12.31,1
2016-06-14 05:00:00,21.8312,0.01592,1.24473,3.82792,7.09513,6.00217,0.43687,0.79078,0.03262,0.00197,2.0336,0.24963,0.09987,81.16,11.07,1
2016-06-14 06:00:00,12.75285,0.01648,1.2412,3.85172,2.55905,1.47683,0.43397,0.79025,0.04208,0.00127,2.00843,0.2417,0.08987,78.46,10.19,1
2016-06-14 07:00:00,16.7618,0.01662,1.24213,3.8333,2.53148,5.53397,0.43308,0.79068,0.03333,0.00295,2.01495,0.23883,0.09047,74.92,9.48,1
2016-06-14 08:00:00,12.89218,0.01622,1.23847,3.86832,2.53115,1.61502,0.435,0.78872,0.04205,0.00108,2.01785,0.24017,0.09815,71.05,8.53,1
2016-06-14 09:00:00,14.2945,0.01683,1.23338,3.85628,2.48583,3.19157,0.43002,0.78568,0.03835,0.00177,1.9239,0.23963,0.09125,67.88,7.45,1
2016-06-14 10:00:00,39.92397,0.0088,2.63743,3.83368,3.41852,4.528,4.95942,0.76875,0.04042,4.69888,1.90083,0.24008,12.88915,65.38,6.41,1
2016-06-14 11:00:00,39.48583,0.0006,3.29595,3.84727,2.62988,0.2996,6.6054,0.76232,0.04068,0.00787,1.8897,0.24665,19.85992,63.89,5.69,1
2016-06-14 12:00:00,30.32057,0.0006,1.42713,3.94443,3.49182,4.97727,0.51748,1.12518,0.0394,4.24028,1.89115,0.24538,8.42043,62.31,4.69,1
2016-06-14 13:00:00,15.11747,0.00063,1.72253,4.0365,2.42638,3.45675,0.42088,0.791,0.03837,0.00215,1.87935,0.25143,0.09148,60.56,4.87,1
2016-06-14 14:00:00,18.22167,0.00093,3.39047,4.0177,4.97773,1.45002,0.41933,0.78708,0.04155,0.00257,2.80708,0.24225,0.08495,59.25,4.19,1
2016-06-14 15:00:00,33.1032,0.00053,1.24395,4.02145,2.42483,4.06612,0.42033,1.1442,0.03497,0.00227,19.40997,0.241,0.09358,58.4,5.39,1
2016-06-14 16:00:00,15.4458,0.00048,1.24978,4.01667,3.1796,1.60702,0.42595,0.79492,0.04093,0.00248,3.795,0.24053,0.09243,57.69,4.77,1
2016-06-14 17:00:00,15.67312,0.00038,1.23202,4.0136,2.3688,2.38558,2.66728,0.78528,0.03928,0.00278,1.84545,0.2396,0.09305,58.39,5.11,1
2016-06-14 18:00:00,22.21468,0.00025,1.21628,3.9949,2.363,4.13392,7.52712,0.7744,0.03595,0.00233,1.83337,0.24017,0.093,60.84,4.03,1
2016-06-14 19:00:00,12.27027,0.0006,1.21928,3.99435,2.36277,1.26522,0.42738,0.78248,0.0415,0.00128,1.84215,0.24018,0.09307,65.06,4.94,1
2016-06-14 20:00:00,19.11462,0.00043,1.21257,3.99542,2.36093,2.76122,5.80837,0.77383,0.0389,0.00265,1.83085,0.23967,0.08978,68.62,5.34,1
2016-06-14 21:00:00,17.3481,0.00047,1.20597,3.97755,2.3589,4.49825,2.33527,0.77282,0.03522,0.00217,1.8373,0.24087,0.08333,73.2,6.13,1
2016-06-14 22:00:00,16.82658,0.00032,1.20403,4.05672,2.36177,0.81763,5.37847,0.76958,0.04398,0.00295,1.85328,0.2457,0.09215,77.55,6.04,1
2016-06-14 23:00:00,16.28545,0.00067,1.20665,4.81558,2.36232,3.95158,0.62637,1.06978,0.03692,0.00308,1.87463,0.24548,0.09238,80.79,8.01,1
2016-06-15 00:00:00,20.75588,0.00028,1.20127,4.20987,2.43847,4.85775,4.80788,0.76655,0.03123,0.00302,2.09642,0.24552,0.09763,83.34,8.54,2
2016-06-15 01:00:00,38.20552,0.00043,2.69377,3.84147,2.4824,2.29342,0.81173,0.77508,0.02933,0.00652,2.29287,3.90617,19.07233,85.2,10.27,2
2016-06-15 02:00:00,42.91798,0.0012,1.22817,3.82282,24.8089,5.27927,4.49373,0.77777,0.03012,0.01515,2.03422,0.25742,0.16923,85.48,11.17,2
2016-06-15 03:00:00,29.68712,0.0006,1.23627,3.82067,17.43153,3.43162,0.56195,0.7857,0.03812,0.01075,2.02258,0.24758,0.09975,84.56,12.2,2
2016-06-15 04:00:00,16.38442,0.00027,1.23542,3.84758,4.23887,2.38298,0.57377,0.7884,0.03948,0.00143,2.0318,1.14898,0.09543,83.0,12.26,2
2016-06-15 05:00:00,17.06557,0.00032,1.24475,3.85022,3.29215,5.089,0.41593,0.79293,0.03577,0.00223,2.01653,0.23837,0.08737,80.85,11.98,2
2016-06-15 06:00:00,13.62638,0.00032,1.23325,3.84245,3.0476,1.8999,0.41522,0.78762,0.04198,0.00142,2.02113,0.24,0.0955,77.84,10.76,2
2016-06-15 07:00:00,14.98495,0.00032,1.22515,3.85653,3.21162,3.10468,0.4137,0.78353,0.03913,0.00183,2.0112,0.24025,0.097,74.84,10.4,2
2016-06-15 08:00:00,21.2681,0.00023,1.22598,3.83093,3.04912,4.54235,5.31893,0.77938,0.0365,0.00103,2.14395,0.24017,0.09952,72.69,9.25,2
2016-06-15 09:00:00,23.8952,0.00077,3.60175,3.83932,2.98133,1.99398,5.3221,1.1178,0.04522,2.7418,1.91583,0.2403,0.095,70.83,7.74,2
2016-06-15 10:00:00,17.33693,0.0003,1.21158,3.82217,2.92047,3.14187,3.19542,0.77392,0.03875,0.00285,1.8938,0.24002,0.0958,69.48,7.15,2
2016-06-15 11:00:00,17.45005,0.00033,1.1936,3.87087,2.90563,4.44328,2.02885,0.76578,0.03472,0.00325,1.87055,0.23948,0.0937,68.58,6.96,2
2016-06-15 12:00:00,15.22277,0.00043,1.22117,3.9369,3.15165,1.53008,0.40832,0.78133,0.04402,1.95672,1.86755,0.2407,0.0839,67.68,5.68,2
2016-06-15 13:00:00,20.84263,0.00043,1.21888,3.92747,6.19152,3.5277,2.966,0.77812,0.03738,0.00367,1.85647,0.2466,0.0884,67.03,4.61,2
2016-06-15 14:00:00,21.18932,0.0004,1.21052,3.92477,6.37078,4.34712,2.33425,0.77485,0.03483,0.00323,1.8527,0.24652,0.08935,66.39,1.95,2
2016-06-15 15:00:00,17.89553,0.00027,1.20033,3.9082,6.57703,2.06587,1.15172,0.77063,0.03933,0.0027,1.84433,0.24492,0.0902,65.62,2.09,2
2016-06-15 16:00:00,31.87475,0.0009,3.42172,3.92652,4.79728,1.76232,4.22562,0.93855,0.03882,0.007,1.84468,3.90935,7.002,65.38,3.76,2
2016-06-15 17:00:00,27.857,0.0006,1.88053,3.9355,4.41665,5.98262,4.57648,0.974,0.03295,1.02335,1.84613,2.87255,0.31563,66.79,4.85,2
2016-06-15 18:00:00,17.2741,0.00038,1.1976,3.9747,5.56068,2.62257,0.51873,1.18813,0.0384,0.00298,1.8402,0.24432,0.0854,69.21,4.82,2
2016-06-15 19:00:00,22.76475,0.0004,1.2029,4.16343,6.5609,3.00077,4.88585,0.7665,0.03842,0.00357,1.82143,0.23872,0.08187,72.27,9.57,2
2016-06-15 20:00:00,23.66873,0.0004,1.20655,4.82668,6.818,5.27165,2.59137,0.76988,0.03368,0.00233,1.82062,0.2394,0.08817,74.14,10.11,2
2016-06-15 21:00:00,20.33353,0.00043,1.19138,4.38045,6.91587,1.02738,3.86802,0.76123,0.04277,0.00448,1.81412,0.23858,0.08882,76.34,10.99,2
2016-06-15 22:00:00,33.65605,0.00038,1.1913,3.98758,3.78973,4.80388,6.04322,1.1795,0.0329,0.00442,1.81125,2.9369,7.87498,78.08,12.03,2
2016-06-15 23:00:00,32.67767,0.0011,1.21355,3.95797,12.90663,4.7421,3.09172,0.77267,0.04063,3.76478,1.85488,0.23987,0.09177,80.06,12.28,2
2016-06-16 00:00:00,38.28335,0.00105,1.21503,3.87423,25.41845,2.76265,1.93007,0.77162,0.04107,0.01285,1.92317,0.23945,0.09372,81.32,12.31,3
2016-06-16 01:00:00,45.18717,0.00168,1.21402,3.80532,27.48243,5.36242,4.20433,0.76892,0.03583,0.01433,1.97022,0.2393,0.08837,81.52,12.83,3
2016-06-16 02:00:00,25.44013,0.00062,1.22372,3.83492,10.83973,3.01107,3.24915,0.7786,0.0405,0.0049,2.13213,0.23773,0.08707,81.29,12.19,3
2016-06-16 03:00:00,15.91397,0.00033,1.22897,3.83453,3.81725,2.48872,1.35585,0.78455,0.04133,0.00122,2.02102,0.2475,0.0927,80.02,11.5,3
2016-06-16 04:00:00,16.32475,0.00035,1.21683,3.84178,2.52112,5.1431,0.41718,0.77925,0.03548,0.00265,2.01955,0.24873,0.09872,78.31,10.24,3
2016-06-16 05:00:00,13.93082,0.00028,1.23242,3.84877,2.52363,2.69632,0.41603,0.78688,0.04087,0.00162,2.034,0.24903,0.10097,76.09,7.99,3
2016-06-16 06:00:00,19.36288,0.00027,1.24225,3.84932,2.52617,2.60497,5.91838,0.78723,0.04185,0.00282,2.03782,0.25022,0.1016,71.8,5.51,3
2016-06-16 07:00:00,17.62742,0.00033,1.23883,3.84773,2.52468,4.92938,1.87167,0.78868,0.03672,0.00287,2.03697,0.24992,0.09963,66.88,3.9,3
2016-06-16 08:00:00,17.85405,0.00033,1.2351,3.8915,2.52418,2.4608,4.23897,0.7849,0.04117,0.00293,2.32922,0.2477,0.09725,63.1,2.63,3
2016-06-16 09:00:00,22.1475,0.00028,1.22412,3.88553,2.47842,7.18337,4.31313,0.77918,0.03208,0.00208,1.91993,0.23927,0.0901,59.96,1.66,3
2016-06-16 10:00:00,29.8223,0.0004,1.20383,3.94163,2.39682,15.94848,0.41268,0.77163,0.03278,1.62293,1.88268,0.23978,1.36863,56.54,2.15,3
2016-06-16 11:00:00,38.92333,0.00128,1.2026,3.92647,2.4198,7.01573,0.40383,0.77207,0.02503,0.45642,1.85182,1.10048,19.7478,54.7,2.06,3
2016-06-16 12:00:00,15.84215,0.01663,2.3852,3.95452,5.22255,0.87703,0.40623,0.77463,0.04362,0.00257,1.82912,0.24005,0.09,53.38,1.73,3
2016-06-16 13:00:00,19.73677,0.01642,3.31212,4.04583,2.89267,5.31638,0.40497,1.55437,0.03468,0.00258,1.8272,0.23952,0.09003,52.15,2.74,3
2016-06-16 14:00:00,17.14663,0.01663,1.21747,4.02775,2.36417,0.30708,6.23682,0.77458,0.04492,0.00317,1.82903,0.23957,0.08545,51.22,2.97,3
2016-06-16 15:00:00,20.63317,0.12858,1.21742,4.62388,2.36252,5.1625,4.1796,0.77613,0.03448,0.00248,1.8266,0.2372,0.08177,51.66,5.85,3
2016-06-16 16:00:00,58.13477,38.96937,1.14382,4.83615,2.3778,2.45962,5.40263,0.73175,0.04332,0.03083,1.82282,0.23757,0.0791,54.63,4.01,3
2016-06-16 17:00:00,44.61867,28.75662,1.1583,4.21652,2.37288,2.39627,2.72637,0.74288,0.04267,0.0228,1.84845,0.24598,0.08893,59.26,1.43,3
2016-06-16 18:00:00,19.40488,0.01342,1.20653,4.05198,2.36142,4.699,2.53715,1.27712,0.03642,1.03493,1.8506,0.24645,0.08987,63.38,3.44,3
2016-06-16 19:00:00,24.44233,0.00047,1.19097,3.99378,6.23887,5.312,4.73643,0.7608,0.03527,0.0022,1.83883,0.24375,0.08897,67.49,4.64,3
2016-06-16 20:00:00,19.89965,0.00027,1.19728,3.9879,4.63875,2.38473,4.71428,0.76435,0.04027,0.00323,1.83895,0.24382,0.08582,70.38,6.43,3
2016-06-16 21:00:00,24.60872,0.0003,1.18343,4.05012,6.86498,6.49508,3.05932,0.75902,0.03172,0.0024,1.8362,0.2409,0.08525,70.72,7.59,3
2016-06-16 22:00:00,37.22223,0.00032,1.18212,3.96763,3.67325,3.25488,7.51067,0.75563,0.03465,0.00607,1.80825,0.23795,14.79082,71.2,10.04,3
2016-06-16 23:00:00,36.12575,0.00108,1.20142,4.07067,10.59037,8.19957,5.3732,0.7663,0.0285,0.00792,1.85373,3.83862,0.19438,73.51,10.9,3
2016-06-17 00:00:00,51.23698,0.00223,2.39542,3.79568,29.5781,1.76297,6.55162,0.76433,0.04783,3.96568,2.0428,0.23878,0.09153,76.06,14.03,4
2016-06-17 01:00:00,43.40112,0.00115,1.2149,3.7964,29.02742,5.0715,0.88207,0.7722,0.03663,0.01385,2.25303,0.23987,0.0921,76.45,12.37,4
2016-06-17 02:00:00,41.58275,0.00087,1.2276,3.8116,28.44868,4.3802,0.55273,0.77913,0.03868,0.013,1.9946,0.24007,0.09558,76.42,12.2,4
2016-06-17 03:00:00,24.54628,0.00027,1.23417,3.82823,8.48118,7.28453,0.5464,0.78695,0.033,0.00233,2.01635,0.24222,0.09065,76.02,12.38,4
2016-06-17 04:00:00,25.68188,0.00035,1.21877,3.83278,3.27433,13.61158,0.54733,0.77997,0.03553,0.01045,2.02465,0.24798,0.09815,74.58,8.59,4
2016-06-17 05:00:00,24.20095,0.00013,1.22662,3.80005,3.37225,5.36453,7.24947,0.77835,0.03633,0.00175,2.02588,0.24753,0.09805,70.93,6.34,4
2016-06-17 06:00:00,16.19398,0.00022,1.23525,3.84475,3.37515,0.307,4.21073,0.78518,0.04593,0.00227,2.03732,0.24945,0.10073,65.85,5.14,4
2016-06-17 07:00:00,23.40962,0.00022,1.23165,3.86308,3.58382,6.03177,5.49782,0.78183,0.03498,0.0022,2.0327,0.2493,0.10025,60.79,3.1,4
2016-06-17 08:00:00,13.79897,0.00032,1.22937,3.85568,3.37152,1.5859,0.54553,0.7848,0.04302,0.00103,2.03135,0.24898,0.10147,57.68,1.5,4
2016-06-17 09:00:00,16.09932,0.00042,1.23207,3.92927,3.50165,3.7889,0.5465,0.78578,0.03943,0.00203,1.93645,0.24543,0.09138,55.35,2.17,4
2016-06-17 10:00:00,18.06672,0.00047,1.2074,3.94368,3.24023,4.79027,1.86227,0.77247,0.03622,0.00275,1.88388,0.23952,0.08757,52.99,1.82,4
2016-06-17 11:00:00,29.2675,0.00012,1.20288,4.77435,3.24862,1.90922,7.61303,0.76513,0.04342,2.13327,1.86353,0.23878,5.47515,51.44,1.07,4
2016-06-17 12:00:00,21.4147,0.00052,1.2115,4.38977,3.81155,3.17018,0.5451,0.77632,0.03782,0.00148,1.85757,0.23988,5.37302,50.4,0.82,4
2016-06-17 13:00:00,19.97778,0.00047,1.21807,4.02053,6.00975,4.6577,0.5455,0.77963,0.03578,0.00225,1.83657,0.23968,0.63185,49.87,1.1,4
2016-06-17 14:00:00,23.51732,0.00057,1.98078,4.00348,5.83658,2.58397,0.54482,0.77637,0.04013,0.00247,6.8769,0.2398,0.63145,50.01,0.8,4
2016-06-17 15:00:00,20.34847,0.00068,2.68937,3.9636,5.56155,2.16343,2.5062,0.7731,0.0409,0.0032,1.83513,0.23962,0.57168,52.19,1.7,4
2016-06-17 16:00:00,40.59212,0.00035,1.20632,3.91612,2.41327,6.91782,8.99622,0.76752,0.03918,6.74837,6.03887,0.2491,3.299,56.4,2.24,4
2016-06-17 17:00:00,44.52978,0.00052,1.20102,3.95265,2.39917,2.48047,1.97212,0.77002,0.04683,0.00513,31.2759,0.2463,0.17967,61.94,1.87,4
2016-06-17 18:00:00,42.30995,0.00037,1.19668,3.93898,2.40057,2.65533,5.27992,0.7652,0.0462,0.00357,25.71292,0.24095,0.06927,67.54,1.8,4
2016-06-17 19:00:00,71.10342,0.00058,1.18847,3.91827,2.39867,4.53458,1.8047,0.76373,0.04197,0.0069,56.12593,0.242,0.07762,71.87,3.12,4
2016-06-17 20:00:00,49.35557,0.00028,1.19002,3.9709,2.3965,3.81542,7.07093,0.76035,0.04437,0.00392,29.78983,0.24103,0.07202,75.31,4.16,4
2016-06-17 21:00:00,51.41637,0.0004,1.18895,3.91873,2.39518,1.55388,5.0429,0.76135,0.04833,0.00327,36.18583,0.24117,0.07637,77.85,5.47,4
2016-06-17 22:00:00,40.84982,0.00028,1.19093,3.91463,2.40478,5.00707,6.59827,0.76137,0.03733,0.00415,14.94273,0.2401,5.74817,78.95,5.92,4
2016-06-17 23:00:00,17.05508,0.00057,1.19747,3.89845,2.40695,4.3114,1.81027,0.76908,0.03673,0.00222,1.96388,0.2397,0.41837,79.34,4.82,4
2016-06-18 00:00:00,32.52323,0.0006,1.20275,3.80068,13.04468,4.1276,7.184,0.76492,0.03898,0.00742,2.01493,0.23947,0.0972,79.82,4.99,5
2016-06-18 01:00:00,42.96547,0.00083,1.20112,3.77268,27.79255,6.49117,0.53352,0.76588,0.03387,0.01018,2.02155,0.24143,0.10068,79.81,4.96,5
2016-06-18 02:00:00,19.51063,0.00023,1.2212,3.8423,6.70383,4.03075,0.54613,0.78123,0.03827,0.00298,1.98997,0.24787,0.10587,79.56,4.2,5
2016-06-18 03:00:00,14.42123,0.00038,1.22712,3.8942,3.64972,1.91303,0.55355,0.7852,0.04195,0.0015,1.99963,0.2487,0.10625,78.4,3.61,5
2016-06-18 04:00:00,16.36008,0.00028,1.21265,3.83355,2.51992,5.0899,0.54555,0.77778,0.03573,0.00242,1.98905,0.24788,0.10537,74.64,3.07,5
2016-06-18 05:00:00,15.56805,0.00025,1.2226,3.84055,2.5201,4.26575,0.54328,0.78325,0.03765,0.00203,1.99813,0.2479,0.10655,69.1,1.78,5
2016-06-18 06:00:00,14.00958,0.00038,2.5132,3.85488,2.52208,1.38067,0.54467,0.7869,0.04368,0.0014,2.0055,0.24972,0.1065,65.21,2.9,5
2016-06-18 07:00:00,16.09645,0.00028,1.23993,4.19023,3.28637,3.63023,0.54812,0.79093,0.03978,0.00213,2.0101,0.25063,0.1077,61.71,3.42,5
2016-06-18 08:00:00,17.21927,0.00037,1.2421,4.81,3.3257,4.09707,0.54717,0.79188,0.03897,0.00218,2.00618,0.2512,0.10645,58.82,2.53,5
2016-06-18 09:00:00,14.49587,0.00032,1.22918,3.88077,3.43683,2.33398,0.54433,0.78453,0.04183,0.00208,1.90392,0.24247,0.09562,57.87,2.13,5
2016-06-18 10:00:00,14.04509,0.00045,1.21818,4.08758,3.20753,1.97773,0.54137,0.78038,0.04228,0.0014,1.8628,0.23745,0.08792,56.52,4.62,5
2016-06-18 11:00:00,21.07257,0.00032,1.2147,4.02788,3.19592,3.4868,6.15638,0.77353,0.03948,0.002,1.84833,0.2382,0.08902,55.45,5.5,5
2016-06-18 12:00:00,30.17033,0.0002,1.20525,3.97425,3.1992,3.93208,7.76567,0.76792,0.03935,2.08448,1.81632,0.23818,5.14743,53.64,4.69,5
2016-06-18 13:00:00,19.0592,0.00903,2.04375,4.13497,3.19682,5.32392,0.5468,0.77217,0.03403,0.00315,1.81097,1.09807,0.08553,52.57,4.22,5
2016-06-18 14:00:00,42.7947,0.0171,2.4419,4.09135,3.19505,1.34155,0.54023,1.07585,0.0483,0.00405,29.72333,0.2521,0.06388,53.73,4.29,5
2016-06-18 15:00:00,74.25442,23.54042,1.12143,4.14345,3.19575,3.3462,5.41693,0.72505,0.0456,0.02137,32.38572,0.2485,0.064,58.86,5.29,5
2016-06-18 16:00:00,65.67898,24.85628,1.16468,4.16458,3.21358,4.21687,2.05448,0.74677,0.04463,0.01812,24.88122,0.2522,0.06557,64.9,5.18,5
2016-06-18 17:00:00,48.31172,20.0304,1.16348,4.13265,3.23747,1.03852,2.15272,1.11833,0.04578,0.01632,12.18888,3.111,0.07617,70.38,5.47,5
2016-06-18 18:00:00,30.07445,0.00035,1.20418,4.01392,3.413,4.64392,6.62685,1.07107,0.03913,1.05402,7.69973,0.23755,0.07073,74.57,5.83,5
2016-06-18 19:00:00,51.78903,0.0006,1.2072,3.92902,3.2181,4.58628,3.57943,0.76895,0.04173,0.00538,34.14622,0.24127,0.06485,77.31,5.42,5
2016-06-18 20:00:00,43.11553,0.00042,1.19562,3.95928,3.25943,2.07033,4.99558,0.76292,0.04693,0.00268,26.5186,0.24065,0.06308,79.0,4.36,5
2016-06-18 21:00:00,45.82413,0.00043,1.1833,3.88767,3.24332,6.24967,7.56798,0.75497,0.03738,0.0036,20.34757,0.24022,2.30803,79.84,4.09,5
2016-06-18 22:00:00,43.89637,0.00082,3.03947,3.9717,3.29128,6.93288,6.33453,0.7607,0.02815,0.00308,1.76645,0.23973,17.52757,80.97,2.19,5
2016-06-18 23:00:00,37.89793,0.0009,1.1959,3.99357,3.34872,8.80385,0.47388,0.76737,0.02205,0.00212,1.78522,0.2391,17.26527,81.9,2.97,5
2016-06-19 00:00:00,34.58017,0.00067,1.18767,3.83685,3.437,5.92865,0.47392,0.76318,0.02878,0.00248,1.84487,0.237,16.8391,82.08,6.06,6
2016-06-19 01:00:00,42.40022,0.0003,1.19673,3.78982,3.4794,5.43677,6.38533,1.36325,0.03288,0.0038,3.39753,0.24095,17.07345,81.36,5.51,6
2016-06-19 02:00:00,39.47512,0.00043,1.18887,3.77172,3.43787,6.14212,2.2913,1.02167,0.02818,0.00305,2.8818,0.24633,18.46178,79.63,5.02,6
2016-06-19 03:00:00,32.42845,0.00052,1.23477,3.81348,11.47417,2.71577,0.48063,0.90957,0.04095,0.00383,2.118,0.24402,9.39275,76.07,6.72,6
2016-06-19 04:00:00,46.57513,0.00115,1.2501,3.82485,29.945,7.59088,0.47515,1.00257,0.0354,0.01027,2.10417,0.23992,0.09568,70.48,7.01,6
2016-06-19 05:00:00,19.74528,0.00053,1.24232,4.64603,3.33488,6.89163,0.4816,0.79167,0.03427,0.00333,1.97943,0.24023,0.09935,66.52,5.55,6
2016-06-19 06:00:00,23.23532,0.0005,1.2328,4.35283,3.33303,10.68702,0.48238,0.78732,0.03547,0.00767,1.97473,0.24008,0.10148,63.82,5.27,6
2016-06-19 07:00:00,24.91527,0.00052,1.22698,3.83388,3.51068,12.72583,0.47972,0.78453,0.03575,0.00988,1.97043,0.24013,0.09692,61.36,3.43,6
